,awardYear,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.rel,links.href,links.action,links.types,dateAwarded,topMotivation.en,topMotivation.se,0,id,knownName,links,motivation,orgName,portion,sortOrder
575,2008,10000000,10926573,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2008,Get,application/json,2008-10-13,,,,834,{'en': 'Paul Krugman'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/834', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his analysis of trade patterns and location of economic activity', 'se': 'för hans analys av handelsmönster och lokalisering av ekonomisk verksamhet'}",,1,1
576,2008,10000000,10926573,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2008,Get,application/json,2008-10-09,,,,832,{'en': 'Jean-Marie Gustave Le Clézio'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/832', 'action': 'Get', 'types': 'application/json'}","{'en': 'author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization', 'se': 'uppbrottets, det poetiska äventyrets och den sinnliga extasens författare, utforskare av en mänsklighet utanför och nedanför den härskande civilisationen'}",,1,1
577,2008,10000000,10926573,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2008,Get,application/json,2008-10-10,,,,833,{'en': 'Martti Ahtisaari'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/833', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his important efforts, on several continents and over more than three decades, to resolve international conflicts', 'no': 'for den store innsatsen han har lagt ned på fleire kontinent og gjennom meir enn tre tiår for å løyse internasjonale konfliktar'}",,1,1
578,2008,10000000,10926573,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,Get,application/json,2008-10-07,,,,826,{'en': 'Yoichiro Nambu'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/826', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics', 'se': 'för upptäckten av mekanismen för spontant symmetribrott inom den subatomära fysiken'}",,1/2,1
579,2008,10000000,10926573,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2008,Get,application/json,2008-10-06,,,,823,{'en': 'Harald zur Hausen'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/823', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his discovery of human papilloma viruses causing cervical cancer', 'se': 'för hans upptäckt av humana papillomvirus som orsakar livmoderhalscancer'}",,1/2,1
580,2009,10000000,10958504,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2009,Get,application/json,2009-10-07,,,,841,{'en': 'Venkatraman Ramakrishnan'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/841', 'action': 'Get', 'types': 'application/json'}","{'en': 'for studies of the structure and function of the ribosome', 'se': 'för studier av ribosomens struktur och funktion'}",,1/3,1
581,2009,10000000,10958504,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2009,Get,application/json,2009-10-12,,,,846,{'en': 'Elinor Ostrom'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/846', 'action': 'Get', 'types': 'application/json'}","{'en': 'for her analysis of economic governance, especially the commons', 'se': 'för hennes analys av ekonomisk organisering, särskilt samfälligheter'}",,1/2,1
582,2009,10000000,10958504,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2009,Get,application/json,2009-10-08,,,,844,{'en': 'Herta Müller'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/844', 'action': 'Get', 'types': 'application/json'}","{'en': 'who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed', 'se': 'som med poesins förtätning och prosans saklighet tecknar hemlöshetens landskap'}",,1,1
583,2009,10000000,10958504,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2009,Get,application/json,2009-10-09,,,,845,{'en': 'Barack H. Obama'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/845', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples', 'no': 'for hans ekstraordinære innsats for å styrke internasjonalt diplomati og mellomfolkelig samarbeid'}",,1,1
584,2009,10000000,10958504,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2009,Get,application/json,2009-10-06,,,,838,{'en': 'Charles K. Kao'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/838', 'action': 'Get', 'types': 'application/json'}","{'en': 'for groundbreaking achievements concerning the transmission of light in fibers for optical communication', 'se': 'för banbrytande insatser angående ljustransmission i fibrer för optisk kommunikation'}",,1/2,1
585,2009,10000000,10958504,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2009,Get,application/json,,,,,835,{'en': 'Elizabeth H. Blackburn'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/835', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase', 'se': 'för upptäckten av hur kromosomerna skyddas av telomerer och enzymet telomeras'}",,1/3,1
586,2010,10000000,10819388,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2010,Get,application/json,2010-10-06,,,,851,{'en': 'Richard F. Heck'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/851', 'action': 'Get', 'types': 'application/json'}","{'en': 'for palladium-catalyzed cross couplings in organic synthesis', 'se': 'för palladiumkatalyserade korskopplingar i organisk syntes'}",,1/3,1
587,2010,10000000,10819388,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2010,Get,application/json,2010-10-11,,,,856,{'en': 'Peter A. Diamond'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/856', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their analysis of markets with search frictions', 'se': 'för deras analys av marknader med sökfriktioner'}",,1/3,1
588,2010,10000000,10819388,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2010,Get,application/json,2010-10-07,,,,854,{'en': 'Mario Vargas Llosa'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/854', 'action': 'Get', 'types': 'application/json'}","{'en': ""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat"", 'se': 'för hans kartläggning av maktens strukturer och knivskarpa bilder av individens motstånd, revolt och nederlag'}",,1,1
589,2010,10000000,10819388,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2010,Get,application/json,2010-10-08,,,,855,{'en': 'Liu Xiaobo'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/855', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his long and non-violent struggle for fundamental human rights in China', 'no': 'for hans lange og ikke-voldelige kamp for sentrale menneskerettigheter i Kina'}",,1,1
590,2010,10000000,10819388,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2010,Get,application/json,2010-10-05,,,,849,{'en': 'Andre Geim'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/849', 'action': 'Get', 'types': 'application/json'}","{'en': 'for groundbreaking experiments regarding the two-dimensional material graphene', 'se': 'för banbrytande experiment rörande det tvådimensionella materialet grafen'}",,1/2,1
591,2010,10000000,10819388,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2010,Get,application/json,,,,,848,{'en': 'Robert G. Edwards'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/848', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the development of in vitro fertilization', 'se': 'för utvecklingen av in vitro-fertilisering'}",,1,1
592,2011,10000000,10545557,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2011,Get,application/json,2011-10-05,,,,867,{'en': 'Dan Shechtman'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/867', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of quasicrystals', 'se': 'för upptäckten av kvasikristaller'}",,1,1
593,2011,10000000,10545557,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2011,Get,application/json,2011-10-10,,,,872,{'en': 'Thomas J. Sargent'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/872', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their empirical research on cause and effect in the macroeconomy', 'se': 'för deras empiriska forskning om orsak och verkan i makroekonomin'}",,1/2,1
594,2011,10000000,10545557,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2011,Get,application/json,2011-10-06,,,,868,{'en': 'Tomas Tranströmer'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/868', 'action': 'Get', 'types': 'application/json'}","{'en': 'because, through his condensed, translucent images, he gives us fresh access to reality', 'se': 'för att han i förtätade, genomlysta bilder ger oss ny tillgång till det verkliga'}",,1,1
595,2011,10000000,10545557,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,Get,application/json,2011-10-07,,,,869,{'en': 'Ellen Johnson Sirleaf'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/869', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their non-violent struggle for the safety of women and for women\x92s rights to full participation in peace-building work', 'no': 'for deres ikke-voldelige kamp for kvinners sikkerhet og deres rett til full deltakelse i fredsbyggende arbeid'}",,1/3,1
596,2011,10000000,10545557,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,Get,application/json,2011-10-04,,,,864,{'en': 'Saul Perlmutter'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/864', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of the accelerating expansion of the Universe through observations of distant supernovae', 'se': 'för upptäckten av universums accelererande expansion genom observationer av avlägsna supernovor'}",,1/2,1
597,2011,10000000,10545557,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,Get,application/json,,,,,861,{'en': 'Bruce A. Beutler'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/861', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the activation of innate immunity', 'se': 'för deras upptäckter rörande aktivering av medfödd immunitet'}",,1/4,1
598,2012,8000000,8361204,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2012,Get,application/json,2012-10-10,,,,878,{'en': 'Robert J. Lefkowitz'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/878', 'action': 'Get', 'types': 'application/json'}","{'en': 'for studies of G-protein-coupled receptors', 'se': '”för studier av G-proteinkopplade receptorer”'}",,1/2,1
599,2012,8000000,8361204,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,Get,application/json,2012-10-15,,,,882,{'en': 'Alvin E. Roth'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/882', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the theory of stable allocations and the practice of market design', 'se': 'för teorin om stabila allokeringar och för utformning av marknadsinstitutioner i praktiken'}",,1/2,1
600,2012,8000000,8361204,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2012,Get,application/json,2012-10-11,,,,880,{'en': 'Mo Yan'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/880', 'action': 'Get', 'types': 'application/json'}","{'en': 'who with hallucinatory realism merges folk tales, history and the contemporary', 'se': 'som med hallucinatorisk skärpa förenar saga, historia och samtid'}",,1,1
601,2012,8000000,8361204,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2012,Get,application/json,2012-10-12,,,,881,,"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/881', 'action': 'Get', 'types': 'application/json'}","{'en': 'for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe', 'no': 'for gjennom mer enn seks tiår bidratt til å fremme fred og forsoning, demokrati og menneskerettigheter i Europa'}","{'en': 'European Union (EU)', 'no': 'Den Europeiske Union (EU)'}",1,1
