,id,gender,nobelPrizes,knownName.en,knownName.se,givenName.en,givenName.se,familyName.en,familyName.se,fullName.en,fullName.se,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.continent.en,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,links.rel,links.href,links.action,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.country.en,death.place.country.no,death.place.country.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.continent.en,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,nativeName,acronym,orgName.en,orgName.se,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.continent.en,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,penName,orgName.no,knownName.no,givenName.no,familyName.no,fullName.no
829,242,male,"[{'awardYear': '1972', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '2', 'portion': '1/4', 'prizeStatus': 'received', 'motivation': {'en': 'for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule', 'se': 'för deras bidrag till förståelsen av sambandet mellan kemisk struktur och katalytisk aktivitet hos ribonukleasmolekylens aktiva centrum'}, 'prizeAmount': 480000, 'prizeAmountAdjusted': 3345725, 'affiliations': [{'name': {'en': 'Rockefeller University', 'no': 'Rockefeller University', 'se': 'Rockefeller University'}, 'nameNow': {'en': 'Rockefeller University'}, 'city': {'en': 'New York, NY', 'no': 'New York, NY', 'se': 'New York, NY'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'New York, NY', 'no': 'New York, NY', 'se': 'New York, NY'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'New York, NY, USA', 'no': 'New York, NY, USA', 'se': 'New York, NY, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1972', 'action': 'Get', 'types': 'application/json'}}]",Stanford Moore,Stanford Moore,Stanford,Stanford,Moore,Moore,Stanford Moore,Stanford Moore,1913-09-04,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,North America,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/242,Get,application/json,1982-08-23,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,North America,"New York, NY, USA","New York, NY, USA","New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
830,457,male,"[{'awardYear': '1997', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '1', 'portion': '1', 'dateAwarded': '1997-10-06', 'prizeStatus': 'received', 'motivation': {'en': 'for his discovery of Prions - a new biological principle of infection', 'se': 'för hans upptäckt av prioner - en ny biologisk princip för infektion'}, 'prizeAmount': 7500000, 'prizeAmountAdjusted': 9572839, 'affiliations': [{'name': {'en': 'University of California School of Medicine', 'no': 'University of California School of Medicine', 'se': 'University of California School of Medicine'}, 'nameNow': {'en': 'University of California School of Medicine'}, 'city': {'en': 'San Francisco, CA', 'no': 'San Francisco, CA', 'se': 'San Francisco, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'San Francisco, CA', 'no': 'San Francisco, CA', 'se': 'San Francisco, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'San Francisco, CA, USA', 'no': 'San Francisco, CA, USA', 'se': 'San Francisco, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1997', 'action': 'Get', 'types': 'application/json'}}]",Stanley B. Prusiner,Stanley B. Prusiner,Stanley B.,Stanley B.,Prusiner,Prusiner,Stanley B. Prusiner,Stanley B. Prusiner,1942-05-28,"Des Moines, IA","Des Moines, IA","Des Moines, IA",USA,USA,USA,"Des Moines, IA","Des Moines, IA","Des Moines, IA",USA,USA,USA,North America,"Des Moines, IA, USA","Des Moines, IA, USA","Des Moines, IA, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/457,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,434,male,"[{'awardYear': '1986', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '1', 'portion': '1/2', 'prizeStatus': 'received', 'motivation': {'en': 'for their discoveries of growth factors', 'se': 'för deras upptäckter av tillväxtfaktorer'}, 'prizeAmount': 2000000, 'prizeAmountAdjusted': 4098361, 'affiliations': [{'name': {'en': 'Vanderbilt University School of Medicine', 'no': 'Vanderbilt University School of Medicine', 'se': 'Vanderbilt University School of Medicine'}, 'nameNow': {'en': 'Vanderbilt University School of Medicine'}, 'city': {'en': 'Nashville, TN', 'no': 'Nashville, TN', 'se': 'Nashville, TN'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Nashville, TN', 'no': 'Nashville, TN', 'se': 'Nashville, TN'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Nashville, TN, USA', 'no': 'Nashville, TN, USA', 'se': 'Nashville, TN, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1986', 'action': 'Get', 'types': 'application/json'}}]",Stanley Cohen,Stanley Cohen,Stanley,Stanley,Cohen,Cohen,Stanley Cohen,Stanley Cohen,1922-11-17,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY",USA,USA,USA,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY",USA,USA,USA,North America,"Brooklyn, NY, USA","Brooklyn, NY, USA","Brooklyn, NY, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/434,Get,application/json,2020-02-05,"Nashville, TN","Nashville, TN","Nashville, TN",USA,USA,USA,"Nashville, TN","Nashville, TN","Nashville, TN",USA,USA,USA,North America,"Nashville, TN, USA","Nashville, TN, USA","Nashville, TN, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
832,910,male,"[{'awardYear': '2014', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '2', 'portion': '1/3', 'dateAwarded': '2014-10-08', 'prizeStatus': 'received', 'motivation': {'en': 'for the development of super-resolved fluorescence microscopy', 'se': 'för utveckling av superupplöst fluorescensmikroskopi'}, 'prizeAmount': 8000000, 'prizeAmountAdjusted': 8379888, 'affiliations': [{'name': {'en': 'Max Planck Institute for Biophysical Chemistry', 'no': 'Max Planck Institute for Biophysical Chemistry', 'se': 'Max Planck Institute for Biophysical Chemistry'}, 'nameNow': {'en': 'Max Planck Institute for Biophysical Chemistry'}, 'city': {'en': 'Göttingen', 'no': 'Göttingen', 'se': 'Göttingen'}, 'country': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'cityNow': {'en': 'Göttingen', 'no': 'Göttingen', 'se': 'Göttingen'}, 'countryNow': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'locationString': {'en': 'Göttingen, Germany', 'no': 'Göttingen, Tyskland', 'se': 'Göttingen, Tyskland'}}, {'name': {'en': 'German Cancer Research Center', 'no': 'German Cancer Research Center', 'se': 'German Cancer Research Center'}, 'nameNow': {'en': 'German Cancer Research Center'}, 'city': {'en': 'Heidelberg', 'no': 'Heidelberg', 'se': 'Heidelberg'}, 'country': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'cityNow': {'en': 'Heidelberg', 'no': 'Heidelberg', 'se': 'Heidelberg'}, 'countryNow': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'locationString': {'en': 'Heidelberg, Germany', 'no': 'Heidelberg, Tyskland', 'se': 'Heidelberg, Tyskland'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2014', 'action': 'Get', 'types': 'application/json'}}]",Stefan W. Hell,Stefan W. Hell,Stefan W.,Stefan W.,Hell,Hell,Stefan W. Hell,Stefan W. Hell,1962-12-23,Arad,Arad,Arad,Romania,Romania,Rumänien,Arad,Arad,Arad,Romania,Romania,Rumänien,Europe,"Arad, Romania","Arad, Romania","Arad, Rumänien",laureate,http://masterdataapi.nobelprize.org/2/laureate/910,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,152,male,"[{'awardYear': '1997', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '1', 'portion': '1/3', 'dateAwarded': '1997-10-15', 'prizeStatus': 'received', 'motivation': {'en': 'for development of methods to cool and trap atoms with laser light', 'se': 'för utveckling av metoder att kyla och infånga atomer med laserljus'}, 'prizeAmount': 7500000, 'prizeAmountAdjusted': 9572839, 'affiliations': [{'name': {'en': 'Stanford University', 'no': 'Stanford University', 'se': 'Stanford University'}, 'nameNow': {'en': 'Stanford University'}, 'city': {'en': 'Stanford, CA', 'no': 'Stanford, CA', 'se': 'Stanford, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Stanford, CA', 'no': 'Stanford, CA', 'se': 'Stanford, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Stanford, CA, USA', 'no': 'Stanford, CA, USA', 'se': 'Stanford, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1997', 'action': 'Get', 'types': 'application/json'}}]",Steven Chu,Steven Chu,Steven,Steven,Chu,Chu,Steven Chu,Steven Chu,1948-02-28,"St. Louis, MO","St. Louis, MO","St. Louis, MO",USA,USA,USA,"St. Louis, MO","St. Louis, MO","St. Louis, MO",USA,USA,USA,North America,"St. Louis, MO, USA","St. Louis, MO, USA","St. Louis, MO, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/152,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,115,male,"[{'awardYear': '1979', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '3', 'portion': '1/3', 'dateAwarded': '1979-10-15', 'prizeStatus': 'received', 'motivation': {'en': 'for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current', 'se': 'för deras insatser inom teorin för förenad svag och elektromagnetisk växelverkan mellan elementar partiklar, innefattande bl.a. förutsägelsen av den svaga neutrala strömmen'}, 'prizeAmount': 800000, 'prizeAmountAdjusted': 2988048, 'affiliations': [{'name': {'en': 'Harvard University', 'no': 'Harvard University', 'se': 'Harvard University'}, 'nameNow': {'en': 'Harvard University'}, 'city': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Cambridge, MA, USA', 'no': 'Cambridge, MA, USA', 'se': 'Cambridge, MA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1979', 'action': 'Get', 'types': 'application/json'}}]",Steven Weinberg,Steven Weinberg,Steven,Steven,Weinberg,Weinberg,Steven Weinberg,Steven Weinberg,1933-05-03,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,North America,"New York, NY, USA","New York, NY, USA","New York, NY, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/115,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,122,male,"[{'awardYear': '1983', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '1', 'portion': '1/2', 'dateAwarded': '1983-10-19', 'prizeStatus': 'received', 'motivation': {'en': 'for his theoretical studies of the physical processes of importance to the structure and evolution of the stars', 'se': 'för hans teoretiska studier av de fysikaliska processer, som är av betydelse för stjärnornas struktur och utveckling'}, 'prizeAmount': 1500000, 'prizeAmountAdjusted': 3715324, 'affiliations': [{'name': {'en': 'University of Chicago', 'no': 'University of Chicago', 'se': 'University of Chicago'}, 'nameNow': {'en': 'University of Chicago'}, 'city': {'en': 'Chicago, IL', 'no': 'Chicago, IL', 'se': 'Chicago, IL'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Chicago, IL', 'no': 'Chicago, IL', 'se': 'Chicago, IL'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Chicago, IL, USA', 'no': 'Chicago, IL, USA', 'se': 'Chicago, IL, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1983', 'action': 'Get', 'types': 'application/json'}}]",Subramanyan Chandrasekhar,Subramanyan Chandrasekhar,Subramanyan,Subramanyan,Chandrasekhar,Chandrasekhar,Subramanyan Chandrasekhar,Subramanyan Chandrasekhar,1910-10-19,Lahore,Lahore,Lahore,India,India,Indien,Lahore,Lahore,Lahore,Pakistan,Pakistan,Pakistan,Asia,"Lahore, India (now Pakistan)","Lahore, India (nå Pakistan)","Lahore, Indien (nu Pakistan)",laureate,http://masterdataapi.nobelprize.org/2/laureate/122,Get,application/json,1995-08-21,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,North America,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
836,569,male,"[{'awardYear': '1901', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect', 'se': 'såsom ett erkännande av hans utmärkta, jämväl under senare år ådagalagda förtjänster som författare och särskilt av hans om hög idealitet, konstnärlig fulländning samt sällspord förening av hjärtats och snillets egenskaper vittnande diktning'}, 'prizeAmount': 150782, 'prizeAmountAdjusted': 8567159, 'residences': [{'country': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'countryNow': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'locationString': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1901', 'action': 'Get', 'types': 'application/json'}}]",Sully Prudhomme,Sully Prudhomme,Sully,Sully,Prudhomme,Prudhomme,Sully Prudhomme,Sully Prudhomme,1839-03-16,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,Europe,"Paris, France","Paris, Frankrike","Paris, Frankrike",laureate,http://masterdataapi.nobelprize.org/2/laureate/569,Get,application/json,1907-09-07,Châtenay,Châtenay,Châtenay,France,Frankrike,Frankrike,Châtenay,Châtenay,Châtenay,France,Frankrike,Frankrike,Europe,"Châtenay, France","Châtenay, Frankrike","Châtenay, Frankrike",,,,,,,,,,,,,,,,,,,,,,(pen-name of René François Armand Prudhomme),,,,,
837,425,male,"[{'awardYear': '1982', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '1', 'portion': '1/3', 'dateAwarded': '1982-10-11', 'prizeStatus': 'received', 'motivation': {'en': 'for their discoveries concerning prostaglandins and related biologically active substances', 'se': 'för deras upptäckter rörande prostaglandiner och närbesläktade biologiskt aktiva substanser'}, 'prizeAmount': 1150000, 'prizeAmountAdjusted': 3102518, 'affiliations': [{'name': {'en': 'Karolinska Institutet', 'no': 'Karolinska Institutet', 'se': 'Karolinska Institutet'}, 'nameNow': {'en': 'Karolinska Institutet'}, 'city': {'en': 'Stockholm', 'no': 'Stockholm', 'se': 'Stockholm'}, 'country': {'en': 'Sweden', 'no': 'Sverige', 'se': 'Sverige'}, 'cityNow': {'en': 'Stockholm', 'no': 'Stockholm', 'se': 'Stockholm'}, 'countryNow': {'en': 'Sweden', 'no': 'Sverige', 'se': 'Sverige'}, 'locationString': {'en': 'Stockholm, Sweden', 'no': 'Stockholm, Sverige', 'se': 'Stockholm, Sverige'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982', 'action': 'Get', 'types': 'application/json'}}]",Sune K. Bergström,Sune K. Bergström,Sune K.,Sune K.,Bergström,Bergström,Sune K. Bergström,Sune K. Bergström,1916-01-10,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Europe,"Stockholm, Sweden","Stockholm, Sverige","Stockholm, Sverige",laureate,http://masterdataapi.nobelprize.org/2/laureate/425,Get,application/json,2004-08-15,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Europe,"Stockholm, Sweden","Stockholm, Sverige","Stockholm, Sverige",,,,,,,,,,,,,,,,,,,,,,,,,,,
838,436,male,"[{'awardYear': '1987', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'for his discovery of the genetic principle for generation of antibody diversity', 'se': 'för hans upptäckt av det genetiska underlaget för uppkomsten av antikroppars variationsrikedom'}, 'prizeAmount': 2175000, 'prizeAmountAdjusted': 4274764, 'affiliations': [{'name': {'en': 'Massachusetts Institute of Technology (MIT)', 'no': 'Massachusetts Institute of Technology (MIT)', 'se': 'Massachusetts Institute of Technology (MIT)'}, 'nameNow': {'en': 'Massachusetts Institute of Technology (MIT)'}, 'city': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Cambridge, MA, USA', 'no': 'Cambridge, MA, USA', 'se': 'Cambridge, MA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1987', 'action': 'Get', 'types': 'application/json'}}]",Susumu Tonegawa,Susumu Tonegawa,Susumu,Susumu,Tonegawa,Tonegawa,Susumu Tonegawa,Susumu Tonegawa,1939-09-05,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,Asia,"Nagoya, Japan","Nagoya, Japan","Nagoya, Japan",laureate,http://masterdataapi.nobelprize.org/2/laureate/436,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,162,male,"[{'awardYear': '1903', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation', 'se': 'såsom ett erkännande för den utomordentliga förtjänst han genom sin elektrolytiska dissociations-teori inlagt om kemiens utveckling'}, 'prizeAmount': 141358, 'prizeAmountAdjusted': 7795478, 'affiliations': [{'name': {'en': 'Stockholm University', 'no': 'Stockholm University', 'se': 'Stockholm University'}, 'nameNow': {'en': 'Stockholm University'}, 'city': {'en': 'Stockholm', 'no': 'Stockholm', 'se': 'Stockholm'}, 'country': {'en': 'Sweden', 'no': 'Sverige', 'se': 'Sverige'}, 'cityNow': {'en': 'Stockholm', 'no': 'Stockholm', 'se': 'Stockholm'}, 'countryNow': {'en': 'Sweden', 'no': 'Sverige', 'se': 'Sverige'}, 'locationString': {'en': 'Stockholm, Sweden', 'no': 'Stockholm, Sverige', 'se': 'Stockholm, Sverige'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1903', 'action': 'Get', 'types': 'application/json'}}]",Svante Arrhenius,Svante Arrhenius,Svante,Svante,Arrhenius,Arrhenius,Svante August Arrhenius,Svante August Arrhenius,1859-02-19,Vik,vik,Vik,Sweden,Sverige,Sverige,Vik,vik,Vik,Sweden,Sverige,Sverige,Europe,"Vik, Sweden","vik, Sverige","Vik, Sverige",laureate,http://masterdataapi.nobelprize.org/2/laureate/162,Get,application/json,1927-10-02,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Europe,"Stockholm, Sweden","Stockholm, Sverige","Stockholm, Sverige",,,,,,,,,,,,,,,,,,,,,,,,,,,
840,924,female,"[{'awardYear': '2015', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'sortOrder': '1', 'portion': '1', 'dateAwarded': '2015-10-08', 'prizeStatus': 'received', 'motivation': {'en': 'for her polyphonic writings, a monument to suffering and courage in our time', 'se': 'för hennes mångstämmiga verk, ett monument över lidande och mod i vår tid'}, 'prizeAmount': 8000000, 'prizeAmountAdjusted': 8384572, 'residences': [{'country': {'en': 'Belarus', 'no': 'Hviterussland', 'se': 'Vitryssland'}, 'countryNow': {'en': 'Belarus', 'no': 'Hviterussland', 'se': 'Vitryssland'}, 'locationString': {'en': 'Belarus', 'no': 'Hviterussland', 'se': 'Vitryssland'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2015', 'action': 'Get', 'types': 'application/json'}}]",Svetlana Alexievich,Svetlana Aleksijevitj,Svetlana,Svetlana,Alexievich,Aleksijevitj,Svetlana Alexievich,Svetlana Aleksijevitj,1948-05-31,Ivano-Frankivsk,Ivano-Frankivsk,Ivano-Frankivsk,Ukraine,Ukraina,Ukraina,Ivano-Frankivsk,Ivano-Frankivsk,Ivano-Frankivsk,Ukraine,Ukraina,Ukraina,Europe,"Ivano-Frankivsk, Ukraine","Ivano-Frankivsk, Ukraina","Ivano-Frankivsk, Ukraina",laureate,http://masterdataapi.nobelprize.org/2/laureate/924,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,750,male,"[{'awardYear': '2002', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '1', 'portion': '1/3', 'dateAwarded': '2002-10-07', 'prizeStatus': 'received', 'motivation': {'en': ""for their discoveries concerning genetic regulation of organ development and programmed cell death'"", 'se': 'för deras upptäckter rörande genetisk reglering av organutveckling och programmerad celldöd'}, 'prizeAmount': 10000000, 'prizeAmountAdjusted': 12034660, 'affiliations': [{'name': {'en': 'The Molecular Sciences Institute', 'no': 'The Molecular Sciences Institute', 'se': 'The Molecular Sciences Institute'}, 'nameNow': {'en': 'The Molecular Sciences Institute'}, 'city': {'en': 'Berkeley, CA', 'no': 'Berkeley, CA', 'se': 'Berkeley, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Berkeley, CA', 'no': 'Berkeley, CA', 'se': 'Berkeley, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Berkeley, CA, USA', 'no': 'Berkeley, CA, USA', 'se': 'Berkeley, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/2002', 'action': 'Get', 'types': 'application/json'}}]",Sydney Brenner,Sydney Brenner,Sydney,Sydney,Brenner,Brenner,Sydney Brenner,Sydney Brenner,1927-01-13,Germiston,Germiston,Germiston,South Africa,Sør-Afrika,Sydafrika,Germiston,Germiston,Germiston,South Africa,Sør-Afrika,Sydafrika,Africa,"Germiston, South Africa","Germiston, Sør-Afrika","Germiston, Sydafrika",laureate,http://masterdataapi.nobelprize.org/2/laureate/750,Get,application/json,2019-04-05,,,,Singapore,Singapore,Singapore,,,,Singapore,Singapore,Singapore,Asia,Singapore,Singapore,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,
