,id,knownName.en,orgName.en,gender,birth.date,birth.place.country.en
26,519,Albert Luthuli,,male,1898-00-00,Southern Rhodesia
27,513,Albert Schweitzer,,male,1875-01-14,Germany
28,332,Albert Szent-Györgyi,,male,1893-09-16,Austria-Hungary
29,304,Albrecht Kossel,,male,1853-09-16,Mecklenburg
30,83,Aleksandr M. Prokhorov,,male,1916-07-11,Australia
31,644,Alexandr Solzhenitsyn,,male,1918-12-11,Russia
32,766,Alexei Abrikosov,,male,1928-06-25,USSR
33,306,Alexis Carrel,,male,1873-06-28,France
34,544,Alfonso García Robles,,male,1911-03-20,Mexico
35,392,Alfred D. Hershey,,male,1908-12-04,USA
36,479,Alfred Fried,,male,1864-11-11,Austria
37,450,Alfred G. Gilman,,male,1941-07-01,USA
38,87,Alfred Kastler,,male,1902-05-03,Germany
39,174,Alfred Werner,,male,1866-12-12,France
40,892,Alice Munro,,female,1931-07-10,Canada
41,417,Allan M. Cormack,,male,1924-02-23,South Africa
42,305,Allvar Gullstrand,,male,1862-06-05,Sweden
43,300,Alphonse Laveran,,male,1845-06-18,France
44,543,Alva Myrdal,,female,1902-01-31,Sweden
45,882,Alvin E. Roth,,male,1951-12-18,USA
46,719,Amartya Sen,,male,1933-11-03,India
47,509,American Friends Service Committee,American Friends Service Committee,,,
48,537,Amnesty International,Amnesty International,,,
49,590,Anatole France,,male,1844-04-16,France
50,360,André F. Cournand,,male,1895-09-24,France
51,849,Andre Geim,,male,1958-10-21,Russia
52,618,André Gide,,male,1869-11-22,France
53,381,André Lwoff,,male,1902-05-08,France
54,534,Andrei Sakharov,,male,1921-05-21,Russia
55,377,Andrew Huxley,,male,1917-11-22,United Kingdom
56,412,Andrew V. Schally,,male,1926-11-30,Poland
57,802,Andrew Z. Fire,,male,1959-04-27,USA
58,926,Angus Deaton,,male,1945-10-19,Scotland
59,768,Anthony J. Leggett,,male,1938-03-26,United Kingdom
60,101,Antony Hewish,,male,1924-05-11,United Kingdom
61,538,Anwar al-Sadat,,male,1918-12-25,Egypt
62,214,Archer J.P. Martin,,male,1910-03-01,United Kingdom
63,311,Archibald V. Hill,,male,1886-09-26,United Kingdom
64,891,Arieh Warshel,,male,1940-11-20,British Mandate of Palestine
65,490,Aristide Briand,,male,1862-03-28,France
66,208,Arne Tiselius,,male,1902-08-10,Sweden
67,111,Arno Penzias,,male,1933-04-26,Germany
68,960,Arthur Ashkin,,male,1922-09-02,USA
69,920,Arthur B. McDonald,,male,1943-08-29,Canada
70,33,Arthur H. Compton,,male,1892-09-10,USA
71,186,Arthur Harden,,male,1865-10-12,United Kingdom
72,499,Arthur Henderson,,male,1863-09-13,Scotland
73,368,Arthur Kornberg,,male,1918-03-03,USA
74,119,Arthur L. Schawlow,,male,1921-05-05,USA
75,203,Artturi Virtanen,,male,1895-01-15,Russian Empire
76,722,Arvid Carlsson,,male,1923-01-25,Sweden
77,310,August Krogh,,male,1874-11-15,Denmark
78,475,Auguste Beernaert,,male,1829-07-26,Belgium
79,553,Aung San Suu Kyi ,,female,1945-06-19,Burma
80,780,Avram Hershko,,male,1937-12-31,Hungary
81,923,Aziz Sancar,,male,1946-09-08,Turkey
82,845,Barack H. Obama,,male,1961-08-04,USA
83,428,Barbara McClintock,,female,1902-06-16,USA
84,942,Barry C. Barish,,male,1936-01-27,USA
85,789,Barry J. Marshall,,male,1951-09-30,Australia
86,743,Barry Sharpless,,male,1941-04-28,USA
87,409,Baruch S. Blumberg,,male,1925-07-28,USA
88,419,Baruj Benacerraf,,male,1920-10-29,Venezuela
89,103,Ben R. Mottelson,,male,1926-07-09,USA
90,936,Bengt Holmström,,male,1949-04-18,Finland
91,426,Bengt I. Samuelsson,,male,1934-05-21,Sweden
92,933,Bernard L. Feringa,,male,1951-05-18,the Netherlands
93,345,Bernardo Houssay,,male,1887-04-10,Argentina
94,445,Bert Sakmann,,male,1942-06-12,Germany
95,468,Bertha von Suttner,,female,1843-06-09,Austrian Empire
96,689,Bertil Ohlin,,male,1899-04-23,Sweden
97,145,Bertram N. Brockhouse,,male,1918-07-15,Canada
98,621,Bertrand Russell,,male,1872-05-18,United Kingdom
99,535,Betty Williams,,female,1943-05-22,Northern Ireland
100,572,Bjørnstjerne Bjørnson,,male,1832-12-08,Norway
101,937,Bob Dylan,,male,1941-05-24,USA
102,629,Boris Pasternak,,male,1890-02-10,Russia
103,99,Brian D. Josephson,,male,1940-01-04,United Kingdom
104,879,Brian Kobilka,,male,1955-05-30,USA
105,865,Brian P. Schmidt,,male,1967-02-24,USA
106,861,Bruce A. Beutler,,male,1957-12-29,USA
107,261,Bruce Merrifield,,male,1921-07-15,USA
108,105,Burton Richter,,male,1931-03-22,USA
109,34,C.T.R. Wilson,,male,1869-02-14,Scotland
110,298,Camillo Golgi,,male,1843-07-07,Italy
111,666,Camilo José Cela,,male,1916-05-11,Spain
112,189,Carl Bosch,,male,1874-08-27,Germany
113,343,Carl Cori,,male,1896-12-05,Austria-Hungary
114,43,Carl D. Anderson,,male,1905-09-03,USA
115,588,Carl Spitteler,,male,1845-04-24,Switzerland
116,500,Carl von Ossietzky,,male,1889-10-03,Germany
117,740,Carl Wieman,,male,1951-03-26,USA
118,124,Carlo Rubbia,,male,1934-03-31,Italy
119,562,Carlos Filipe Ximenes Belo,,male,1948-02-03,East Timor
120,501,Carlos Saavedra Lamas,,male,1878-11-01,Argentina
121,836,Carol W. Greider,,female,1961-04-15,USA
122,55,Cecil Powell,,male,1903-12-05,United Kingdom
123,431,César Milstein,,male,1927-10-08,Argentina
124,384,Charles B. Huggins,,male,1901-09-22,Canada
125,25,Charles Edouard Guillaume,,male,1861-02-15,Switzerland
126,489,Charles G. Dawes,,male,1865-08-27,USA
127,22,Charles Glover Barkla,,male,1877-06-07,United Kingdom
128,81,Charles H. Townes,,male,1915-07-28,USA
129,269,Charles J. Pedersen,,male,1904-10-03,Korea
130,838,Charles K. Kao,,male,1933-11-04,China
131,318,Charles Nicolle,,male,1866-09-21,France
132,307,Charles Richet,,male,1850-08-26,France
133,68,Chen Ning Yang,,male,1922-09-22,China
134,319,Christiaan Eijkman,,male,1858-08-11,the Netherlands
135,241,Christian Anfinsen,,male,1916-03-26,USA
136,404,Christian de Duve,,male,1917-10-02,United Kingdom
137,486,Christian Lange,,male,1869-09-17,Norway
138,453,Christiane Nüsslein-Volhard,,female,1942-10-20,Germany
139,858,Christopher A. Pissarides,,male,1948-02-20,Cyprus
140,873,Christopher A. Sims,,male,1942-10-21,USA
141,153,Claude Cohen-Tannoudji,,male,1933-04-01,French Algeria
142,662,Claude Simon,,male,1913-10-10,Madagascar
143,146,Clifford G. Shull,,male,1915-09-23,USA
144,44,Clinton Davisson,,male,1881-10-22,USA
145,772,Clive W.J. Granger,,male,1934-09-04,United Kingdom
146,505,Cordell Hull,,male,1871-10-02,USA
147,333,Corneille Heymans,,male,1892-03-28,Belgium
148,803,Craig C. Mello,,male,1960-10-19,USA
149,657,Czeslaw Milosz,,male,1911-06-30,Russian Empire
150,410,D. Carleton Gajdusek,,male,1923-09-09,USA
151,520,Dag Hammarskjöld,,male,1905-07-29,Sweden
152,857,Dale T. Mortensen,,male,1939-02-02,USA
153,867,Dan Shechtman,,male,1941-01-24,British Mandate of Palestine
154,363,Daniel Bovet,,male,1907-03-23,Switzerland
155,157,Daniel C. Tsui,,male,1939-02-28,China
156,759,Daniel Kahneman,,male,1934-03-05,British Mandate of Palestine
157,733,Daniel L. McFadden,,male,1937-07-29,USA
158,415,Daniel Nathans,,male,1928-10-30,USA
159,674,Dario Fo,,male,1926-03-24,Italy
160,406,David Baltimore,,male,1938-03-07,USA
161,423,David H. Hubel,,male,1926-02-27,Canada
162,776,David J. Gross,,male,1941-02-19,USA
163,928,David J. Thouless,,male,1934-09-21,United Kingdom
164,877,David J. Wineland,,male,1944-02-24,USA
165,149,David M. Lee,,male,1931-01-20,USA
166,567,David Trimble,,male,1944-10-15,Northern Ireland
167,966,Denis Mukwege,,male,1955-03-01,Belgian Congo
168,93,Dennis Gabor,,male,1900-06-05,Hungary
169,237,Derek Barton,,male,1918-09-08,United Kingdom
170,669,Derek Walcott,,male,1930-01-23,Saint Lucia
171,546,Desmond Tutu,,male,1931-10-07,South Africa
172,362,Dickinson W. Richards,,male,1895-10-30,USA
173,975,Didier Queloz,,male,1966-02-23,Switzerland
174,74,Donald A. Glaser,,male,1926-09-21,USA
175,267,Donald J. Cram,,male,1919-04-22,USA
176,962,Donna Strickland,,female,1959-05-27,Canada
177,817,Doris Lessing,,female,1919-10-22,Persia
178,230,Dorothy Crowfoot Hodgkin,,female,1910-05-12,Egypt
179,150,Douglas D. Osheroff,,male,1945-08-01,USA
180,710,Douglass C. North,,male,1920-11-05,USA
181,264,Dudley R. Herschbach,,male,1932-06-18,USA
182,443,E. Donnall Thomas,,male,1920-03-15,USA
183,59,E. M. Purcell,,male,1912-08-30,USA
184,397,"Earl W. Sutherland, Jr.",,male,1915-11-19,USA
185,324,Edgar Adrian,,male,1889-11-30,United Kingdom
186,446,Edmond H. Fischer,,male,1920-04-06,China
187,807,Edmund S. Phelps,,male,1933-07-26,USA
188,166,Eduard Buchner,,male,1860-05-20,Bavaria
189,905,Edvard I. Moser,,male,1962-04-27,Norway
190,336,Edward A. Doisy,,male,1893-11-13,USA
191,452,Edward B. Lewis,,male,1918-05-20,USA
192,349,Edward C. Kendall,,male,1886-03-08,USA
193,787,Edward C. Prescott,,male,1940-12-26,USA
194,365,Edward Tatum,,male,1909-12-14,USA
195,52,Edward V. Appleton,,male,1892-09-06,United Kingdom
196,447,Edwin G. Krebs,,male,1918-06-06,USA
197,212,Edwin M. McMillan,,male,1907-09-18,USA
198,348,Egas Moniz,,male,1874-11-29,Portugal
199,852,Ei-ichi Negishi,,male,1935-07-14,China
200,533,Eisaku Sato,,male,1901-03-27,Japan
201,782,Elfriede Jelinek,,female,1946-10-20,Austria
202,658,Elias Canetti,,male,1905-07-25,Bulgaria
203,275,Elias James Corey,,male,1928-07-12,USA
204,464,Élie Ducommun,,male,1833-02-19,Switzerland
205,548,Elie Wiesel,,male,1928-09-30,Romania
206,480,Elihu Root,,male,1845-02-15,USA
207,846,Elinor Ostrom,,female,1933-08-07,USA
208,835,Elizabeth H. Blackburn,,female,1948-11-26,Australia
209,869,Ellen Johnson Sirleaf,,female,1938-10-29,Liberia
210,161,Emil Fischer,,male,1852-10-09,Prussia
211,293,Emil von Behring,,male,1854-03-15,Prussia
212,72,Emilio Segrè,,male,1905-02-01,Italy
213,506,Emily Greene Balch,,female,1867-01-08,USA
214,46,Enrico Fermi,,male,1901-09-29,Italy
215,909,Eric Betzig,,male,1960-01-13,USA
216,738,Eric Cornell,,male,1961-12-19,USA
217,454,Eric F. Wieschaus,,male,1947-06-08,USA
218,724,Eric Kandel,,male,1929-11-07,Austria
219,821,Eric S. Maskin,,male,1950-12-12,USA
220,604,Erik Axel Karlfeldt,,male,1864-07-20,Sweden
221,625,Ernest Hemingway,,male,1899-07-21,USA
222,47,Ernest Lawrence,,male,1901-08-08,USA
223,167,Ernest Rutherford,,male,1871-08-30,New Zealand
224,57,Ernest T.S. Walton,,male,1903-10-06,Ireland
225,471,Ernesto Teodoro Moneta,,male,1833-09-20,Austrian Empire
226,340,Ernst B. Chain,,male,1906-06-19,Germany
227,244,Ernst Otto Fischer,,male,1918-11-10,Germany
228,127,Ernst Ruska,,male,1906-12-25,Germany
229,444,Erwin Neher,,male,1944-03-20,Germany
230,39,Erwin Schrödinger,,male,1887-08-12,Austria
231,983,Esther Duflo,,female,1972-10-25,France
232,894,Eugene F. Fama,,male,1939-02-14,USA
233,608,Eugene O'Neill,,male,1888-10-16,USA
234,78,Eugene Wigner,,male,1902-11-17,Austria-Hungary
235,651,Eugenio Montale,,male,1896-10-12,Italy
236,881,European Union (EU),European Union (EU),,,
237,649,Eyvind Johnson,,male,1900-07-29,Sweden
238,929,F. Duncan M. Haldane,,male,1951-09-14,United Kingdom
239,283,F. Sherwood Rowland,,male,1927-06-28,USA
240,556,F.W. de Klerk,,male,1936-03-18,South Africa
241,58,Felix Bloch,,male,1905-10-23,Switzerland
242,379,Feodor Lynen,,male,1911-04-06,Germany
243,14,Ferdinand Braun,,male,1850-06-06,Hesse-Kassel
244,492,Ferdinand Buisson,,male,1841-12-20,France
245,460,Ferid Murad,,male,1936-09-14,USA
246,786,Finn E. Kydland,,male,1943-12-01,Norway
247,963,Frances H. Arnold,,female,1956-07-25,USA
248,372,Francis Crick,,male,1916-06-08,United Kingdom
249,180,Francis W. Aston,,male,1877-09-01,United Kingdom
250,699,Franco Modigliani,,male,1918-06-18,Italy
251,887,François Englert,,male,1932-11-06,Belgium
252,380,François Jacob,,male,1920-06-17,France
253,623,François Mauriac,,male,1885-10-11,France
254,824,Françoise Barré-Sinoussi,,female,1947-07-30,France
255,494,Frank B. Kellogg,,male,1856-12-22,USA
256,778,Frank Wilczek,,male,1951-05-15,USA
257,613,Frans Eemil Sillanpää,,male,1888-09-16,Russian Empire
258,193,Frédéric Joliot,,male,1900-03-19,France
259,573,Frédéric Mistral,,male,1830-09-08,France
260,463,Frédéric Passy,,male,1822-05-20,France
261,358,Frederick C. Robbins,,male,1916-08-25,USA
262,313,Frederick G. Banting,,male,1891-11-14,Canada
263,148,Frederick Reines,,male,1918-03-16,USA
264,222,Frederick Sanger,,male,1918-08-13,United Kingdom
265,179,Frederick Soddy,,male,1877-09-02,United Kingdom
266,474,Fredrik Bajer,,male,1837-04-21,Denmark
267,487,Fridtjof Nansen,,male,1861-10-10,Norway
268,190,Friedrich Bergius,,male,1884-10-11,Germany
269,685,Friedrich von Hayek,,male,1899-05-08,Austria
270,508,Friends Service Council,Friends Service Council,,,
271,60,Frits Zernike,,male,1888-07-16,the Netherlands
272,177,Fritz Haber,,male,1868-12-09,Prussia
273,355,Fritz Lipmann,,male,1899-06-12,Germany
274,181,Fritz Pregl,,male,1869-09-03,Austria-Hungary
275,659,Gabriel García Márquez,,male,1927-03-06,Colombia
276,12,Gabriel Lippmann,,male,1845-08-16,Luxembourg
277,615,Gabriela Mistral,,female,1889-04-07,Chile
278,734,Gao Xingjian,,male,1940-01-04,China
279,708,Gary Becker,,male,1930-12-02,USA
280,245,Geoffrey Wilkinson,,male,1921-07-14,United Kingdom
281,371,Georg von Békésy,,male,1899-06-03,Hungary
282,253,Georg Wittig,,male,1897-06-16,Germany
283,744,George A. Akerlof,,male,1940-06-17,USA
284,280,George A. Olah,,male,1927-05-22,Hungary
285,364,George Beadle,,male,1903-10-22,USA
286,596,George Bernard Shaw,,male,1856-07-26,Ireland
287,514,George C. Marshall,,male,1880-12-31,USA
288,421,George D. Snell,,male,1903-12-19,USA
289,201,George de Hevesy,,male,1885-08-01,Austria-Hungary
290,405,George E. Palade,,male,1912-11-19,Romania
291,840,George E. Smith,,male,1930-05-10,USA
292,805,George F. Smoot,,male,1945-02-20,USA
293,439,George H. Hitchings,,male,1905-04-18,USA
294,326,George H. Whipple,,male,1878-08-28,USA
295,696,George J. Stigler,,male,1911-01-17,USA
296,964,George P. Smith,,male,1941-03-10,USA
297,45,George Paget Thomson,,male,1892-05-03,United Kingdom
298,235,George Porter,,male,1920-12-06,United Kingdom
299,327,George R. Minot,,male,1885-12-02,USA
300,387,George Wald,,male,1906-11-18,USA
301,142,Georges Charpak,,male,1924-08-01,Poland
302,430,Georges J.F. Köhler,,male,1946-04-17,Germany
303,517,Georges Pire,,male,1910-02-10,Belgium
304,398,Gerald M. Edelman,,male,1929-07-01,USA
305,697,Gerard Debreu,,male,1921-07-04,France
306,961,Gérard Mourou,,male,1944-06-22,France
307,158,Gerardus 't Hooft,,male,1946-07-05,the Netherlands
308,128,Gerd Binnig,,male,1947-07-20,West Germany
309,334,Gerhard Domagk,,male,1895-10-30,Germany
310,816,Gerhard Ertl,,male,1936-10-10,Germany
311,240,Gerhard Herzberg,,male,1904-12-25,Germany
312,582,Gerhart Hauptmann,,male,1862-11-15,Prussia
313,438,Gertrude B. Elion,,female,1918-01-23,USA
314,344,Gerty Cori,,female,1896-08-15,Austria-Hungary
315,635,Giorgos Seferis,,male,1900-03-13,Ottoman Empire
316,576,Giosuè Carducci,,male,1835-07-27,Tuscany
317,229,Giulio Natta,,male,1903-02-26,Italy
318,213,Glenn T. Seaborg,,male,1912-04-19,USA
319,418,Godfrey N. Hounsfield,,male,1919-08-28,United Kingdom
320,810,Grameen Bank,Grameen Bank,,,
321,597,Grazia Deledda,,female,1871-09-27,Italy
322,972,Gregg L. Semenza,,male,1956-07-12,USA
323,13,Guglielmo Marconi,,male,1874-04-25,Italy
324,684,Gunnar Myrdal,,male,1898-12-06,Sweden
325,461,Günter Blobel,,male,1936-05-21,Germany
326,676,Günter Grass,,male,1927-10-16,Free City of Danzig
327,17,Gustaf Dalén,,male,1869-11-30,Sweden
328,31,Gustav Hertz,,male,1887-07-22,Germany
329,491,Gustav Stresemann,,male,1878-05-10,Germany
330,777,H. David Politzer,,male,1949-08-31,USA
331,389,H. Gobind Khorana,,male,1922-01-09,India
332,751,H. Robert Horvitz,,male,1947-05-08,USA
333,626,Halldór Laxness,,male,1902-04-23,Iceland
334,416,Hamilton O. Smith,,male,1931-08-23,USA
335,91,Hannes Alfvén,,male,1908-05-30,Sweden
336,88,Hans Bethe,,male,1906-07-02,Germany
337,188,Hans Fischer,,male,1881-07-27,Germany
338,136,Hans G. Dehmelt,,male,1922-09-09,Prussia
339,354,Hans Krebs,,male,1900-08-25,Germany
340,329,Hans Spemann,,male,1869-06-27,Württemberg
341,187,Hans von Euler-Chelpin,,male,1873-02-15,Germany
342,823,Harald zur Hausen,,male,1936-03-11,Germany
343,192,Harold C. Urey,,male,1893-04-29,USA
344,441,Harold E. Varmus,,male,1939-12-18,USA
345,801,Harold Pinter,,male,1930-10-10,United Kingdom
346,704,Harry M. Markowitz,,male,1927-08-24,USA
347,650,Harry Martinson,,male,1904-05-06,Sweden
348,272,Hartmut Michel,,male,1948-07-18,West Germany
349,18,Heike Kamerlingh Onnes,,male,1853-09-21,the Netherlands
350,647,Heinrich Böll,,male,1917-12-21,Germany
351,129,Heinrich Rohrer,,male,1933-06-06,Switzerland
352,184,Heinrich Wieland,,male,1877-06-04,Germany
353,2,Hendrik A. Lorentz,,male,1853-07-18,the Netherlands
354,4,Henri Becquerel,,male,1852-12-15,France
355,600,Henri Bergson,,male,1859-10-18,France
356,481,Henri La Fontaine,,male,1854-04-22,Belgium
357,165,Henri Moissan,,male,1852-09-28,France
358,335,Henrik Dam,,male,1895-02-21,Denmark
359,587,Henrik Pontoppidan,,male,1857-07-24,Denmark
360,462,Henry Dunant,,male,1828-05-08,Switzerland
361,530,Henry Kissinger,,male,1923-05-27,Germany
362,260,Henry Taube,,male,1915-11-30,Canada
363,139,Henry W. Kendall,,male,1926-12-09,USA
364,575,Henryk Sienkiewicz,,male,1846-05-05,Poland
365,262,Herbert A. Hauptman,,male,1917-02-14,USA
366,252,Herbert C. Brown,,male,1912-05-22,United Kingdom
367,727,Herbert Kroemer,,male,1928-08-25,Germany
368,338,Herbert S. Gasser,,male,1888-07-05,USA
369,691,Herbert Simon,,male,1916-06-15,USA
370,617,Hermann Hesse,,male,1877-07-02,Germany
371,342,Hermann J. Muller,,male,1890-12-21,USA
372,216,Hermann Staudinger,,male,1881-03-23,Germany
373,844,Herta Müller,,female,1953-08-17,Romania
374,731,Hideki Shirakawa,,male,1936-08-20,Japan
375,54,Hideki Yukawa,,male,1907-01-23,Japan
376,907,Hiroshi Amano,,male,1960-09-11,Japan
377,485,Hjalmar Branting,,male,1860-11-23,Sweden
378,156,Horst L. Störmer,,male,1949-04-06,West Germany
379,408,Howard M. Temin,,male,1934-12-10,USA
380,359,Hugo Theorell,,male,1903-07-06,Sweden
381,71,Igor Y. Tamm,,male,1895-07-08,Russia
382,721,Il´ja M. Frank,,male,1908-10-23,Russia
383,301,Ilya Mechnikov,,male,1845-05-15,Russian Empire
384,250,Ilya Prigogine,,male,1917-01-25,Russia
385,761,Imre Kertész,,male,1929-11-09,Hungary
386,467,Institute of International Law,Institute of International Law,,,
387,818,Intergovernmental Panel on Climate Change,Intergovernmental Panel on Climate Change,,,
388,797,International Atomic Energy Agency,International Atomic Energy Agency,,,
389,948,International Campaign to Abolish Nuclear Weapons (ICAN),International Campaign to Abolish Nuclear Weapons (ICAN),,,
390,564,International Campaign to Ban Landmines,International Campaign to Ban Landmines,,,
391,482,International Committee of the Red Cross,International Committee of the Red Cross,,,
392,527,International Labour Organization,International Labour Organization,,,
393,547,International Physicians for the Prevention of Nuclear War,International Physicians for the Prevention of Nuclear War,,,
394,194,Irène Joliot-Curie,,female,1897-09-12,France
395,191,Irving Langmuir,,male,1881-01-31,USA
396,781,Irwin Rose,,male,1926-07-16,USA
397,654,Isaac Bashevis Singer,,male,1904-07-14,Russian Empire
398,906,Isamu Akasaki,,male,1929-01-30,Japan
399,49,Isidor Isaac Rabi,,male,1898-07-29,Austria-Hungary
400,606,Ivan Bunin,,male,1870-10-22,Russia
401,296,Ivan Pavlov,,male,1849-09-14,Russia
402,98,Ivar Giaever,,male,1929-04-05,Norway
403,633,Ivo Andric,,male,1892-10-10,Bosnia
404,130,J. Georg Bednorz,,male,1950-05-16,West Germany
405,80,J. Hans D. Jensen,,male,1907-06-25,Germany
406,763,J. M. Coetzee,,male,1940-02-09,South Africa
407,440,J. Michael Bishop,,male,1936-02-22,USA
408,930,J. Michael Kosterlitz,,male,1943-06-22,United Kingdom
409,790,J. Robin Warren,,male,1937-06-11,Australia
410,10,J.J. Thomson,,male,1856-12-18,United Kingdom
411,592,Jacinto Benavente,,male,1866-08-12,Spain
412,728,Jack Kilby,,male,1923-11-08,USA
413,134,Jack Steinberger,,male,1921-05-25,Germany
414,837,Jack W. Szostak,,male,1952-11-09,United Kingdom
415,160,Jacobus H. van 't Hoff,,male,1852-08-30,the Netherlands
416,944,Jacques Dubochet,,male,1942-06-08,Switzerland
417,382,Jacques Monod,,male,1910-02-09,France
418,715,James A. Mirrlees,,male,1936-07-05,Scotland
419,204,James B. Sumner,,male,1887-11-19,USA
420,41,James Chadwick,,male,1891-10-20,United Kingdom
421,116,James Cronin,,male,1931-09-29,USA
422,690,James E. Meade,,male,1907-06-23,United Kingdom
423,884,James E. Rothman,,male,1950-11-03,USA
424,30,James Franck,,male,1882-08-26,Germany
425,732,James J. Heckman,,male,1944-04-19,USA
426,700,James M. Buchanan Jr.,,male,1919-10-03,USA
427,958,James P. Allison,,male,1948-08-07,USA
428,973,James Peebles,,male,1935-04-25,Canada
429,104,James Rainwater,,male,1917-12-09,USA
430,695,James Tobin,,male,1918-03-05,USA
431,373,James Watson,,male,1928-04-06,USA
432,678,Jan Tinbergen,,male,1903-04-12,the Netherlands
433,496,Jane Addams,,female,1860-09-06,USA
434,223,Jaroslav Heyrovsky,,male,1890-12-20,Austria-Hungary
435,661,Jaroslav Seifert,,male,1901-09-23,Austria-Hungary
436,32,Jean Baptiste Perrin,,male,1870-09-30,France
437,420,Jean Dausset,,male,1916-10-19,France
438,915,Jean Tirole,,male,1953-08-09,France
439,832,Jean-Marie Gustave Le Clézio,,male,1940-04-13,France
440,268,Jean-Marie Lehn,,male,1939-09-30,France
441,637,Jean-Paul Sartre,,male,1905-06-21,France
442,931,Jean-Pierre Sauvage,,male,1944-10-21,France
443,938,Jeffrey C. Hall,,male,1945-05-03,USA
444,289,Jens C. Skou,,male,1918-10-08,Denmark
445,138,Jerome I. Friedman,,male,1930-03-28,USA
446,263,Jerome Karle,,male,1918-06-18,USA
447,762,Jimmy Carter,,male,1924-10-01,USA
448,945,Joachim Frank,,male,1940-09-12,Germany
449,565,Jody Williams,,female,1950-10-09,USA
450,270,Johann Deisenhofer,,male,1943-09-30,Germany
451,15,Johannes Diderik van der Waals,,male,1837-11-23,the Netherlands
452,316,Johannes Fibiger,,male,1867-04-23,Denmark
453,24,Johannes Stark,,male,1874-04-15,Germany
454,614,Johannes V. Jensen,,male,1873-01-20,Denmark
455,756,John B. Fenn,,male,1917-06-15,USA
456,976,John B. Goodenough,,male,1922-07-25,Germany
457,66,John Bardeen,,male,1908-05-23,USA
458,711,John C. Harsanyi,,male,1920-05-29,Hungary
459,227,John C. Kendrew,,male,1917-03-24,United Kingdom
460,804,John C. Mather,,male,1946-08-07,USA
461,266,John C. Polanyi,,male,1929-01-23,Germany
462,56,John Cockcroft,,male,1897-05-27,United Kingdom
463,247,John Cornforth,,male,1917-09-07,Australia
464,752,John E. Sulston,,male,1942-03-27,United Kingdom
465,288,John E. Walker,,male,1941-01-07,United Kingdom
466,356,John F. Enders,,male,1897-02-10,USA
467,712,John F. Nash Jr.,,male,1928-06-13,USA
468,605,John Galsworthy,,male,1867-08-14,United Kingdom
469,205,John H. Northrop,,male,1891-07-05,USA
470,109,John H. van Vleck,,male,1899-03-13,USA
471,566,John Hume,,male,1937-01-18,Northern Ireland
472,792,John L. Hall,,male,1934-08-21,USA
473,314,John Macleod,,male,1876-09-06,Scotland
474,903,John O'Keefe,,male,1939-11-18,USA
475,291,John Pople,,male,1925-10-31,United Kingdom
476,681,John R. Hicks,,male,1904-04-08,United Kingdom
477,507,John R. Mott,,male,1865-05-25,USA
478,427,John R. Vane,,male,1927-03-29,United Kingdom
479,634,John Steinbeck,,male,1902-02-27,USA
480,574,José Echegaray,,male,1832-04-19,Spain
481,563,José Ramos-Horta,,male,1949-12-26,East Timor
482,675,José Saramago,,male,1922-11-16,Portugal
483,664,Joseph Brodsky,,male,1940-05-24,USSR
484,442,Joseph E. Murray,,male,1919-04-01,USA
485,746,Joseph E. Stiglitz,,male,1943-02-09,USA
486,337,Joseph Erlanger,,male,1874-01-05,USA
487,144,Joseph H. Taylor Jr.,,male,1941-03-29,USA
488,433,Joseph L. Goldstein,,male,1940-04-18,USA
489,560,Joseph Rotblat,,male,1908-11-04,Russian Empire
490,366,Joshua Lederberg,,male,1925-05-23,USA
491,934,Juan Manuel Santos,,male,1951-08-10,Colombia
492,627,Juan Ramón Jiménez,,male,1881-12-24,Spain
